player1_id,player1_name,player2_id,player2_name,player1_wins,player2_wins,player1_weighted_wins,player2_weighted_wins,games
1006333,Kent Hansen,26143903,Katrine Sætereng,29,21,22.134553410396858,17.292024523246436,50
1006333,Kent Hansen,30080695,Marek Zagrobelny,29,21,21.95979288744196,15.852989599259152,50
1298131,Jack Nordby,16476664,Øystein Følling,20,30,13.978327830272022,20.156175243539312,50
4935966,Trond N. Larsen,6691281,Andreas Wahr-Hansen,36,14,25.070787793890172,9.749750808735064,50
1750663,Tore Mo,1969223,Ole Andreas Sandvik,28,22,5.369768377086439,4.1971238341549055,50
1006178,Carl Kolrud,1024799,Stig Nesvik,26,24,4.596596541506702,4.461167486833193,50
1393993,Ronny Sørlie,2052753,Morten Falk,21,29,4.574179975281257,6.317921047698478,50
1969223,Ole Andreas Sandvik,2947265,Bernjard David C Ruiz,23,27,4.005109620307105,4.636633970188671,50
1960202,Ola Magnus Johnsen,6600268,Kim Soo Garmark,20,29,15.020302612849656,21.05697855126012,49
1006163,Bjørn Bratteberg,1022496,Jozef Kwit,20,29,16.484375678817525,23.118897782928126,49
1024799,Stig Nesvik,1272012,Erol Dane Mula,3,46,1.7249863634805707,23.612501470464608,49
1006333,Kent Hansen,51736666,Yakup Aliz,16,33,14.196020029898676,27.614999950900835,49
1298131,Jack Nordby,3212629,Rolf G. Sedsbøe Jensen,12,37,8.581712658611709,26.4602806973861,49
5140422,Tomas Gryczon,7959797,Pergantis Zalachas,23,26,7.862158695370732,9.489137292843322,49
1298131,Jack Nordby,4797871,Johannes Ulsund,33,16,8.27994454680352,4.027196699790376,49
1751232,Øyvind Stenhaug,2792002,Shaq Bajrami,19,30,3.3665992247425374,5.351316271533038,49
2194859,Eivind Yoo Yong Jae Johansen,72868804,Sander Naas-Mælen,28,20,26.906414679919365,19.311303103908458,48
1006220,Erik Gårdelöf,26005654,Jacob Sæther,34,14,29.141066823526394,11.164518892083008,48
26143903,Katrine Sætereng,51736666,Yakup Aliz,23,25,20.57055217429465,22.069620515839368,48
17978686,Ibra Alkhader,44184394,Per Arne Grotthing,34,14,27.971383081154283,10.998524290100947,48
26005654,Jacob Sæther,3185355,Ivar Lexi,36,12,28.73378423636206,9.283717434300852,48
1006163,Bjørn Bratteberg,1510340,Andris Viksnins,30,18,11.936676221007762,6.42855732536494,48
1024799,Stig Nesvik,7959797,Pergantis Zalachas,27,21,15.389486914169828,15.00299226574839,48
17978686,Ibra Alkhader,5140422,Tomas Gryczon,37,11,29.93936323421245,9.324717837542872,48
7719582,Astrid E. Pedersen,7959797,Pergantis Zalachas,19,29,12.372664437204449,17.531035148425303,48
17978686,Ibra Alkhader,42921529,Joshua Turla Tuppal,38,10,30.52966371053,8.220628128920735,48
1277819,Lasse Kåring,6691281,Andreas Wahr-Hansen,42,6,26.157369817965193,2.684420416000012,48
2639057,Ivan Blomqvist,6600268,Kim Soo Garmark,24,24,6.2858765638541,6.39714999907797,48
3012666,Eirik Sandaaker,5140422,Tomas Gryczon,34,14,9.073996611805416,3.712033104777567,48
1708121,Petter Olsen,5493128,Per christian Slåtta,26,22,7.530059711261417,6.595339593975507,48
4797871,Johannes Ulsund,7121356,Roger Mølmann,25,23,6.299437745514386,5.795482725873236,48
1298131,Jack Nordby,5493128,Per christian Slåtta,29,19,7.29846087011902,4.780907500582685,48
2194859,Eivind Yoo Yong Jae Johansen,53204752,Julianne Myhren-heyerdahl,27,20,25.918904180081135,18.764256044608516,47
1006204,Egil Arne Sørensen,26005654,Jacob Sæther,29,18,22.519466548665996,14.795351402151075,47
1006345,Kjetil Aasane Fredriksen,14638297,Joakim Langkås,23,24,19.81971641189863,20.68144321241596,47
1093760,Mindaugas Jomantas,1272012,Erol Dane Mula,22,25,7.42440347691927,9.961898554134352,47
2581136,Mona Søvold Sunde,33729541,Eivind Yoo Yong Jae Johansen,23,24,18.312969935190754,18.74777925477947,47
1006360,Lars Harby,25743094,Mohamed Salkiny,22,25,17.302646660724896,20.004720774168316,47
1006403,Niklas Engström-Øvretveit,53204752,Julianne Myhren-heyerdahl,42,5,29.423591723201753,3.5256386845116596,47
1006333,Kent Hansen,6691281,Andreas Wahr-Hansen,22,25,9.646503261435294,10.854304262674342,47
1006403,Niklas Engström-Øvretveit,4935966,Trond N. Larsen,26,21,18.106680073365116,14.62462621310259,47
6691281,Andreas Wahr-Hansen,6839980,Daniel Lorentzen-Styr,10,37,2.5713859170905065,10.379341880016296,47
1006171,Bjørnar Davidsen,7121356,Roger Mølmann,18,29,4.424221150669993,7.158849083329533,47
1750663,Tore Mo,5916966,Per Christian Slåtta,20,27,4.289082314182375,5.85242824524346,47
3682319,Lasse Rognlien,43127857,Manabu Sekiguchi,18,28,16.067871900411546,24.713786530741668,46
1006220,Erik Gårdelöf,3682319,Lasse Rognlien,37,9,28.730568456349936,7.076441792980443,46
1006220,Erik Gårdelöf,10220035,Marius Lamby Solvang,31,15,24.946110375154504,11.593423155774172,46
1024799,Stig Nesvik,33729541,Eivind Yoo Yong Jae Johansen,35,11,27.977008861671905,9.029296897460659,46
1006431,Pål Daud Fillipsveen,53204752,Julianne Myhren-heyerdahl,40,6,28.363643505200017,4.178464632315028,46
1006204,Egil Arne Sørensen,6839980,Daniel Lorentzen-Styr,17,29,11.589496553629054,18.79679259099312,46
4935966,Trond N. Larsen,7131339,Roger Mølmann,18,28,12.535393896945079,19.499501617470127,46
1708121,Petter Olsen,7131339,Roger Mølmann,10,36,3.1389212642568016,11.31458105769174,46
1024799,Stig Nesvik,1359835,Per Hagen,18,28,2.8597918158276983,4.665010967978215,46
1030563,Alexander Baranji,1093760,Mindaugas Jomantas,22,23,15.683652200463326,18.46707138268504,45
17978686,Ibra Alkhader,6600268,Kim Soo Garmark,20,25,16.797345227088318,19.517044036681213,45
1960202,Ola Magnus Johnsen,7153377,Henning Ingvorsen,23,22,16.767462108920142,16.414444358899225,45
1006214,Emil André Gangfløt,17978686,Ibra Alkhader,24,21,19.365939184362997,17.04634434953388,45
1510340,Andris Viksnins,2581136,Mona Søvold Sunde,32,13,17.671313984745705,5.6599212742354155,45
26005654,Jacob Sæther,5140422,Tomas Gryczon,31,14,22.496170175924703,9.917071521557306,45
1042070,Henrik Olsson,1272012,Erol Dane Mula,30,15,11.291562536958478,3.7408633373208025,45
1006403,Niklas Engström-Øvretveit,7719582,Astrid E. Pedersen,30,15,21.045280270536637,10.507344424372167,45
1006360,Lars Harby,1123060,"Paweł ""Mumrikken"" Zalewski",23,22,12.85032152250153,12.882515423625735,45
1393993,Ronny Sørlie,3595359,Øivind Bakken,25,20,5.443151736276987,4.348762205383455,45
1359835,Per Hagen,1946517,Ivan Tadic,27,18,4.332778497516413,2.8741554070859867,45
1006549,Umar Hayat Ali,1960202,Ola Magnus Johnsen,20,24,19.39315964228014,23.128575207140468,44
1006431,Pål Daud Fillipsveen,1960202,Ola Magnus Johnsen,23,21,19.795410863612286,18.69577518263037,44
1006549,Umar Hayat Ali,1093760,Mindaugas Jomantas,28,16,19.99613786277959,9.27761928459361,44
1960202,Ola Magnus Johnsen,6839980,Daniel Lorentzen-Styr,23,21,16.34170094441777,14.135301874169858,44
1024799,Stig Nesvik,2194859,Eivind Yoo Yong Jae Johansen,26,18,18.448846889312154,11.127449944973284,44
1006292,Jan Thomassen,1093760,Mindaugas Jomantas,21,23,13.30429566988778,16.53854790080054,44
1006220,Erik Gårdelöf,1298131,Jack Nordby,28,16,23.674462094798468,13.117250630391586,44
1006360,Lars Harby,1272012,Erol Dane Mula,22,22,14.551422965235602,11.042102753182894,44
16476664,Øystein Følling,7131339,Roger Mølmann,22,22,7.224953267698988,6.9949959948095914,44
10220035,Marius Lamby Solvang,5140422,Tomas Gryczon,26,18,8.995138630598337,6.14427482640517,44
5493128,Per christian Slåtta,6691281,Andreas Wahr-Hansen,18,26,5.5283856715358795,7.970109992802957,44
1708121,Petter Olsen,2660053,Morten Bjellås,26,18,5.613142689256349,3.9171495222400528,44
