tournament_id,name,url,starttime
19043545,Oslo BK D-liga Høstserie 9/16,https://cuescore.com/tournament/Oslo+BK+D-liga+H%C3%B8stserie+9%252F16/19043545,2022-10-31T17:00:00Z
17824420,Oslo BK Klubbturnering Høstserie 8/16,https://cuescore.com/tournament/Oslo+BK+Klubbturnering+H%C3%B8stserie+8%252F16/17824420,2022-10-26T16:00:00Z
19689016,3-vant HC-turnering,https://cuescore.com/tournament/3-vant+HC-turnering/19689016,2022-10-25T15:10:00Z
19043515,Oslo BK D-liga Høstserie 8/16,https://cuescore.com/tournament/Oslo+BK+D-liga+H%C3%B8stserie+8%252F16/19043515,2022-10-24T16:00:00Z
19043404,Oslo BK C-liga Høstserie 8/16,https://cuescore.com/tournament/Oslo+BK+C-liga+H%C3%B8stserie+8%252F16/19043404,2022-10-24T16:00:00Z
19520500,Ladies first - OBK kvinneturnering,https://cuescore.com/tournament/Ladies+first+-+OBK+kvinneturnering/19520500,2022-10-22T09:30:00Z
17824372,Oslo BK Klubbturnering Høstserie 7/16,https://cuescore.com/tournament/Oslo+BK+Klubbturnering+H%C3%B8stserie+7%252F16/17824372,2022-10-19T16:00:00Z
19568308,3-vant Tirsdagsturnering,https://cuescore.com/tournament/3-vant+Tirsdagsturnering/19568308,2022-10-18T15:30:00Z
19043386,Oslo BK C-liga Høstserie 7/16,https://cuescore.com/tournament/Oslo+BK+C-liga+H%C3%B8stserie+7%252F16/19043386,2022-10-17T16:00:00Z
19043281,Oslo BK D-liga Høstserie 7/16,https://cuescore.com/tournament/Oslo+BK+D-liga+H%C3%B8stserie+7%252F16/19043281,2022-10-17T16:00:00Z
17824366,Oslo BK Klubbturnering Høstserie 6/16,https://cuescore.com/tournament/Oslo+BK+Klubbturnering+H%C3%B8stserie+6%252F16/17824366,2022-10-12T16:00:00Z
19364785,3-vant HC-turnering,https://cuescore.com/tournament/3-vant+HC-turnering/19364785,2022-10-11T15:00:00Z
19043260,Oslo BK D-liga Høstserie 6/16,https://cuescore.com/tournament/Oslo+BK+D-liga+H%C3%B8stserie+6%252F16/19043260,2022-10-10T16:00:00Z
19043269,Oslo BK C-liga Høstserie 6/16,https://cuescore.com/tournament/Oslo+BK+C-liga+H%C3%B8stserie+6%252F16/19043269,2022-10-10T16:00:00Z
17824354,Oslo BK Klubbturnering Høstserie 5/16,https://cuescore.com/tournament/Oslo+BK+Klubbturnering+H%C3%B8stserie+5%252F16/17824354,2022-10-05T16:00:00Z
19037242,3-vant tirsdagsturnering,https://cuescore.com/tournament/3-vant+tirsdagsturnering/19037242,2022-10-04T15:00:00Z
19035526,Oslo BK C-liga Høstserie 5/16,https://cuescore.com/tournament/Oslo+BK+C-liga+H%C3%B8stserie+5%252F16/19035526,2022-10-03T16:00:00Z
19034737,Oslo BK D-liga Høstserie 5/16,https://cuescore.com/tournament/Oslo+BK+D-liga+H%C3%B8stserie+5%252F16/19034737,2022-10-03T16:00:00Z
17824342,Oslo BK Klubbturnering Høstserie 4/16,https://cuescore.com/tournament/Oslo+BK+Klubbturnering+H%C3%B8stserie+4%252F16/17824342,2022-09-28T16:00:00Z
18506242,Oslo BK D-liga Høstserie 4/16,https://cuescore.com/tournament/Oslo+BK+D-liga+H%C3%B8stserie+4%252F16/18506242,2022-09-26T16:00:00Z
18506260,Oslo BK C-liga Høstserie 4/16,https://cuescore.com/tournament/Oslo+BK+C-liga+H%C3%B8stserie+4%252F16/18506260,2022-09-26T16:00:00Z
17824288,Oslo BK Klubbturnering Høstserie 3/16,https://cuescore.com/tournament/Oslo+BK+Klubbturnering+H%C3%B8stserie+3%252F16/17824288,2022-09-21T16:00:00Z
18339880,Oslo BK D-liga Høstserie 3/16,https://cuescore.com/tournament/Oslo+BK+D-liga+H%C3%B8stserie+3%252F16/18339880,2022-09-19T16:00:00Z
